age,subscription_type,watch_hours,last_login_days,monthly_fee,churned,number_of_profiles,avg_watch_time_per_day,gender_Female,gender_Male,gender_Other,region_Africa,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,device_Desktop,device_Laptop,device_Mobile,device_TV,device_Tablet,payment_method_Credit Card,payment_method_Crypto,payment_method_Debit Card,payment_method_Gift Card,payment_method_PayPal,favorite_genre_Action,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi
20,2.0,9.46,35,17.99,1,2,0.26,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
54,2.0,11.96,37,17.99,1,3,0.31,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
57,2.0,10.03,21,17.99,0,2,0.46,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
40,1.0,14.34,15,13.99,0,1,0.9,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
65,2.0,0.47,25,17.99,1,3,0.02,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
21,2.0,1.3,13,17.99,1,2,0.09,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
60,0.0,9.71,46,8.99,1,5,0.21,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
38,2.0,20.79,21,17.99,0,4,0.94,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
57,1.0,31.69,18,13.99,0,4,1.67,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,0.0,11.42,5,8.99,0,5,1.9,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43,2.0,17.91,26,17.99,0,1,0.66,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
62,2.0,5.32,6,17.99,0,5,0.76,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27,2.0,23.17,36,17.99,0,3,0.63,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,2.0,3.99,53,17.99,1,2,0.07,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49,0.0,3.34,50,8.99,1,5,0.07,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,0.0,1.46,54,8.99,1,3,0.03,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
41,1.0,12.78,48,13.99,1,5,0.26,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,2.0,7.18,23,17.99,0,1,0.3,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,2.0,12.82,47,17.99,1,3,0.27,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
70,0.0,12.97,34,8.99,1,5,0.37,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,0.0,11.37,16,8.99,0,3,0.67,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25,2.0,2.42,1,17.99,0,5,1.21,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
59,1.0,22.89,38,13.99,0,4,0.59,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
51,0.0,7.53,39,8.99,1,3,0.19,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
46,1.0,13.41,42,13.99,1,1,0.31,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
27,0.0,6.89,6,8.99,0,5,0.98,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
70,0.0,20.64,34,8.99,1,1,0.59,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66,1.0,3.11,3,13.99,0,3,0.78,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
68,0.0,5.37,49,8.99,1,3,0.11,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
41,2.0,26.57,58,17.99,0,3,0.45,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,0.0,4.32,0,8.99,1,1,4.32,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
35,2.0,14.76,26,17.99,0,4,0.55,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27,1.0,1.77,41,13.99,1,2,0.04,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
44,1.0,2.14,4,13.99,1,2,0.43,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,0.0,53.06,55,8.99,0,4,0.95,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18,1.0,1.71,49,13.99,1,3,0.03,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
58,2.0,2.75,8,17.99,0,4,0.31,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58,2.0,6.28,4,17.99,0,4,1.26,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
70,0.0,1.24,29,8.99,1,1,0.04,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38,0.0,3.86,37,8.99,1,4,0.1,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
58,0.0,14.3,43,8.99,1,2,0.33,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
56,0.0,9.13,11,8.99,0,2,0.76,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,2.0,4.12,54,17.99,1,1,0.07,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
70,1.0,6.17,25,13.99,0,2,0.24,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
61,2.0,19.93,59,17.99,1,1,0.33,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
53,0.0,7.94,12,8.99,0,1,0.61,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,2.0,2.72,8,17.99,1,1,0.3,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58,1.0,17.99,8,13.99,0,1,2.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
19,1.0,0.17,34,13.99,1,3,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47,0.0,6.51,58,8.99,1,5,0.11,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19,2.0,0.24,4,17.99,0,4,0.05,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67,1.0,15.34,39,13.99,1,2,0.38,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47,0.0,16.29,57,8.99,1,3,0.28,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
25,0.0,35.36,34,8.99,0,5,1.01,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
59,1.0,20.89,27,13.99,0,2,0.75,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39,2.0,1.83,12,17.99,1,3,0.14,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,0.0,65.86,40,8.99,0,5,1.61,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68,2.0,38.25,16,17.99,0,3,2.25,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26,1.0,24.14,18,13.99,0,1,1.27,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49,1.0,10.83,56,13.99,1,1,0.19,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,0.0,9.25,47,8.99,1,5,0.19,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27,1.0,0.43,27,13.99,1,2,0.02,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20,1.0,41.67,44,13.99,0,2,0.93,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
51,2.0,8.0,11,17.99,0,1,0.67,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
32,1.0,21.32,13,13.99,0,5,1.52,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
23,1.0,31.27,10,13.99,0,4,2.84,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,1.0,14.57,40,13.99,1,4,0.36,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
39,1.0,8.27,36,13.99,1,2,0.22,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
70,0.0,5.45,42,8.99,1,5,0.13,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34,1.0,22.28,51,13.99,0,1,0.43,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,0.0,14.77,29,8.99,1,3,0.49,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32,1.0,2.34,32,13.99,1,5,0.07,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50,2.0,21.92,6,17.99,0,1,3.13,0.0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26,1.0,2.48,56,13.99,1,4,0.04,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,2.0,16.41,25,17.99,0,5,0.63,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60,1.0,9.16,37,13.99,1,5,0.24,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
58,2.0,11.98,41,17.99,1,4,0.29,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
55,1.0,14.39,54,13.99,1,3,0.26,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,2.0,9.15,18,17.99,0,1,0.48,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24,2.0,2.98,11,17.99,1,2,0.25,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
30,1.0,29.21,2,13.99,0,3,9.74,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,2.0,9.89,25,17.99,0,4,0.38,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
63,0.0,18.77,56,8.99,1,2,0.33,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,1.0,13.57,3,13.99,0,4,3.39,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
49,1.0,3.91,10,13.99,1,3,0.36,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
46,1.0,16.42,58,13.99,1,2,0.28,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
46,2.0,2.09,36,17.99,1,3,0.06,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,0.0,5.22,51,8.99,1,2,0.1,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
34,1.0,11.95,47,13.99,0,5,0.25,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27,1.0,7.3,54,13.99,1,3,0.13,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
42,1.0,0.45,15,13.99,1,5,0.03,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34,2.0,1.59,8,17.99,1,5,0.18,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
63,1.0,0.4,0,13.99,0,4,0.4,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
63,0.0,59.23,27,8.99,0,2,2.12,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
52,2.0,26.94,6,17.99,0,3,3.85,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44,2.0,7.91,7,17.99,0,1,0.99,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
32,0.0,8.12,36,8.99,1,5,0.22,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28,2.0,4.1,55,17.99,1,2,0.07,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,1.0,23.44,22,13.99,0,5,1.02,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
51,1.0,16.03,48,13.99,1,4,0.33,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
53,1.0,7.88,23,13.99,0,1,0.33,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
50,2.0,3.81,53,17.99,1,1,0.07,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37,2.0,6.42,3,17.99,0,1,1.6,0.0,1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
69,0.0,33.34,42,8.99,0,3,0.78,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,1.0,20.2,46,13.99,0,5,0.43,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0.0,23.78,1,8.99,0,2,11.89,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50,0.0,7.86,55,8.99,1,1,0.14,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
61,1.0,4.69,45,13.99,1,3,0.1,0.0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54,2.0,6.83,53,17.99,0,4,0.13,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
66,0.0,56.24,2,8.99,0,4,18.75,0.0,1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39,0.0,17.35,29,8.99,0,4,0.58,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
27,0.0,4.61,42,8.99,1,2,0.11,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62,0.0,9.41,31,8.99,1,1,0.29,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
22,2.0,7.49,29,17.99,0,2,0.25,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
61,1.0,39.09,5,13.99,0,1,6.52,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
49,0.0,25.4,47,8.99,0,4,0.53,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32,2.0,18.28,10,17.99,0,4,1.66,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49,2.0,6.23,12,17.99,0,2,0.48,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,1.0,1.21,21,13.99,0,4,0.06,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,1.0,0.48,29,13.99,1,3,0.02,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
47,2.0,14.8,43,17.99,1,3,0.34,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
56,0.0,1.22,23,8.99,1,5,0.05,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
23,1.0,7.45,41,13.99,1,3,0.18,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28,2.0,15.45,44,17.99,1,4,0.34,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19,1.0,0.95,22,13.99,1,2,0.04,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
52,0.0,34.13,32,8.99,0,3,1.03,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62,2.0,10.02,33,17.99,1,2,0.29,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
28,0.0,48.58,10,8.99,0,2,4.42,0.0,1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43,2.0,7.18,14,17.99,0,5,0.48,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
62,0.0,12.0,27,8.99,1,2,0.43,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45,1.0,13.11,8,13.99,0,1,1.46,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68,0.0,1.91,57,8.99,1,3,0.03,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,0.0,0.17,25,8.99,1,5,0.01,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
45,0.0,6.78,23,8.99,0,2,0.28,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
64,1.0,46.62,48,13.99,0,3,0.95,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21,0.0,1.31,10,8.99,1,2,0.12,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
66,0.0,0.83,30,8.99,1,5,0.03,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
59,2.0,4.67,13,17.99,0,5,0.33,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25,2.0,48.76,47,17.99,0,1,1.02,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,0.0,3.76,22,8.99,1,4,0.16,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,0.0,0.49,35,8.99,1,3,0.01,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
41,0.0,10.68,14,8.99,0,5,0.71,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
63,2.0,15.93,31,17.99,0,3,0.5,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27,2.0,11.44,54,17.99,1,3,0.21,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50,2.0,4.6,6,17.99,0,4,0.66,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
42,1.0,27.93,59,13.99,0,4,0.47,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
60,1.0,0.76,59,13.99,1,2,0.01,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22,2.0,3.24,5,17.99,0,4,0.54,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
67,2.0,5.4,3,17.99,0,2,1.35,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50,2.0,1.21,44,17.99,1,1,0.03,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
64,2.0,15.0,24,17.99,0,2,0.6,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26,2.0,5.22,24,17.99,0,5,0.21,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
37,2.0,0.52,37,17.99,1,4,0.01,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
64,1.0,8.35,32,13.99,1,2,0.25,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
32,1.0,13.49,8,13.99,0,4,1.5,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,2.0,3.98,39,17.99,1,3,0.1,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
66,1.0,0.24,13,13.99,1,5,0.02,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
57,2.0,20.0,41,17.99,1,2,0.48,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,0.0,20.8,27,8.99,0,5,0.74,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0.0,0.95,41,8.99,1,5,0.02,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
67,2.0,3.33,11,17.99,1,3,0.28,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32,0.0,5.21,9,8.99,0,2,0.52,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48,2.0,8.82,1,17.99,0,5,4.41,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,0.0,3.15,26,8.99,1,2,0.12,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50,2.0,75.9,40,17.99,0,5,1.85,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
55,2.0,3.27,21,17.99,1,1,0.15,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
41,0.0,4.15,39,8.99,1,5,0.1,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
